pid,cid,year,Sample Membership,Current Wave Status,Weighting Factor,Amt of education or training,Marital Status,Length of time within firm,Occupational Position,Occupational Change,College Degree,Employment Status,Working in Trained,Reasons for occupational change,Required Training for Job,Imputed Flag for LabGross,Gross Labor Income,Labor force Status,Working Experience Full Time Employment,Vocational Degree Received,Apprenticeship,ISCED class,ISCO code,hid,gender
61801,6181,2004,1,10,557.41,18,4,21.33300018310547,540,2,2,1,1,-2,9,0,4800,11,25.08300018310547,1,-2,6,2310,6181,2
61801,6181,2011,1,10,279.97,18,4,28.41699981689453,540,-2,2,1,1,-2,9,0,4500,11,32.16699981689453,1,-2,6,2359,6181,2
61801,6181,2011,1,10,279.97,18,4,28.41699981689453,540,2,2,1,1,-2,9,0,4500,11,32.16699981689453,1,-2,6,2359,6181,2
61801,6181,2006,1,10,418.1,18,4,23.5,540,-2,2,1,1,-2,9,0,4600,11,27.25,1,-2,6,2310,6181,2
61801,6181,2006,1,10,418.1,18,4,23.5,540,2,2,1,1,-2,9,0,4600,11,27.25,1,-2,6,2310,6181,2
61801,6181,2001,1,10,2222.07,18,4,18.75,540,-2,2,1,1,-2,9,0,3988,11,22.5,1,-2,6,2359,6181,2
61801,6181,2001,1,10,2222.07,18,4,18.75,540,2,2,1,1,-2,9,0,3988,11,22.5,1,-2,6,2359,6181,2
62401,6246,2000,1,10,492.98,18,1,NA,640,2,2,1,1,-2,9,0,3681,11,11.75,-2,-2,6,-2,6246,1
62401,6246,2000,1,10,492.98,18,1,NA,640,-2,2,1,1,-2,9,0,3681,11,11.75,-2,-2,6,-2,6246,1
62401,6246,2019,1,10,107.69,18,1,28.41699981689453,640,-2,2,1,1,-2,9,0,5200,11,30.83300018310547,-2,-2,6,NA,6246,1
62401,6246,2019,1,10,107.69,18,1,28.41699981689453,640,2,2,1,1,-2,9,0,5200,11,30.83300018310547,-2,-2,6,NA,6246,1
62401,6246,2002,1,10,135.9,18,1,11.333000183105469,640,2,2,1,1,-2,9,0,3700,11,13.75,-2,-2,6,-2,6246,1
62401,6246,2002,1,10,135.9,18,1,11.333000183105469,640,-2,2,1,1,-2,9,0,3700,11,13.75,-2,-2,6,-2,6246,1
62401,6246,2018,1,15,103.11,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,6246,1
62401,6246,2010,1,10,142.83,18,1,19.5,640,-2,2,1,1,-2,9,0,4370,11,21.91699981689453,-2,-2,6,-2,6246,1
62401,6246,2010,1,10,142.83,18,1,19.5,640,2,2,1,1,-2,9,0,4370,11,21.91699981689453,-2,-2,6,-2,6246,1
62401,6246,2014,1,15,78.73,18,1,23.41699981689453,640,2,2,1,1,-2,9,0,4900,11,25.83300018310547,-2,-2,6,-2,6246,1
62401,6246,2014,1,15,78.73,18,1,23.41699981689453,640,-2,2,1,1,-2,9,0,4900,11,25.83300018310547,-2,-2,6,-2,6246,1
62401,6246,2012,1,15,95.32,18,1,21.41699981689453,640,2,2,1,1,-2,9,0,4700,11,23.83300018310547,-2,-2,6,-2,6246,1
62401,6246,2012,1,15,95.32,18,1,21.41699981689453,640,-2,2,1,1,-2,9,0,4700,11,23.83300018310547,-2,-2,6,-2,6246,1
62401,6246,2009,1,10,136.16,18,1,18.5,640,-2,2,1,1,-2,9,0,4000,11,20.91699981689453,-2,-2,6,-2,6246,1
62401,6246,2009,1,10,136.16,18,1,18.5,640,2,2,1,1,-2,9,0,4000,11,20.91699981689453,-2,-2,6,-2,6246,1
62401,6246,2015,1,10,104.54,18,1,24.41699981689453,640,2,2,1,1,-2,9,0,4900,11,26.83300018310547,-2,-2,6,-2,6246,1
62401,6246,2015,1,10,104.54,18,1,24.41699981689453,640,-2,2,1,1,-2,9,0,4900,11,26.83300018310547,-2,-2,6,-2,6246,1
62401,6246,2017,1,10,86.46,18,1,26.41699981689453,640,-2,2,1,1,-2,9,0,5000,11,28.83300018310547,-2,-2,6,NA,6246,1
62401,6246,2017,1,10,86.46,18,1,26.41699981689453,640,2,2,1,1,-2,9,0,5000,11,28.83300018310547,-2,-2,6,NA,6246,1
62401,6246,2003,1,10,140.56,18,1,12.416999816894531,640,2,2,1,1,-2,9,0,3800,11,14.833000183105469,-2,-2,6,-2,6246,1
62401,6246,2003,1,10,140.56,18,1,12.416999816894531,640,-2,2,1,1,-2,9,0,3800,11,14.833000183105469,-2,-2,6,-2,6246,1
62401,6246,2005,1,10,137.89,18,4,14.5,640,-2,2,1,1,-2,9,0,3900,11,16.91699981689453,-2,-2,6,-2,6246,1
62401,6246,2005,1,10,137.89,18,4,14.5,640,2,2,1,1,-2,9,0,3900,11,16.91699981689453,-2,-2,6,-2,6246,1
62401,6246,2007,1,10,133.76,18,4,16.5,640,-2,2,1,1,-2,9,0,3900,11,18.91699981689453,-2,-2,6,-2,6246,1
62401,6246,2007,1,10,133.76,18,4,16.5,640,2,2,1,1,-2,9,0,3900,11,18.91699981689453,-2,-2,6,-2,6246,1
62401,6246,2020,1,10,111.94,18,1,29.41699981689453,640,2,2,1,1,-2,9,0,5300,11,31.66699981689453,-2,-2,6,NA,6246,1
62401,6246,2020,1,10,111.94,18,1,29.41699981689453,640,-2,2,1,1,-2,9,0,5300,11,31.66699981689453,-2,-2,6,NA,6246,1
62401,6246,2013,1,10,60.63,18,1,22.41699981689453,640,-2,2,1,1,-2,9,0,4695,11,24.83300018310547,-2,-2,6,-2,6246,1
62401,6246,2013,1,10,60.63,18,1,22.41699981689453,640,2,2,1,1,-2,9,0,4695,11,24.83300018310547,-2,-2,6,-2,6246,1
62401,6246,2016,1,15,111,18,1,25.41699981689453,640,2,2,1,1,-2,9,0,5000,11,27.83300018310547,-2,-2,6,-2,6246,1
62401,6246,2016,1,15,111,18,1,25.41699981689453,640,-2,2,1,1,-2,9,0,5000,11,27.83300018310547,-2,-2,6,-2,6246,1
62401,6246,2008,1,10,130.14,18,4,17.58300018310547,640,-2,2,1,1,-2,9,0,4000,11,20,-2,-2,6,-2,6246,1
62401,6246,2008,1,10,130.14,18,4,17.58300018310547,640,2,2,1,1,-2,9,0,4000,11,20,-2,-2,6,-2,6246,1
62401,6246,2004,1,10,132.15,18,1,13.333000183105469,640,-2,2,1,1,-2,9,0,3930,11,15.75,-2,-2,6,-2,6246,1
62401,6246,2004,1,10,132.15,18,1,13.333000183105469,640,2,2,1,1,-2,9,0,3930,11,15.75,-2,-2,6,-2,6246,1
62401,6246,2011,1,10,86.81,18,1,20.58300018310547,640,-2,2,1,1,-2,9,0,4500,11,23,-2,-2,6,-2,6246,1
62401,6246,2011,1,10,86.81,18,1,20.58300018310547,640,2,2,1,1,-2,9,0,4500,11,23,-2,-2,6,-2,6246,1
62401,6246,2006,1,10,130.46,18,4,15.5,640,-2,2,1,1,-2,9,0,3809,11,17.91699981689453,-2,-2,6,-2,6246,1
62401,6246,2006,1,10,130.46,18,4,15.5,640,2,2,1,1,-2,9,0,3809,11,17.91699981689453,-2,-2,6,-2,6246,1
62401,6246,2001,1,10,525.79,18,1,10.333000183105469,640,-2,2,1,1,-2,9,0,3630,11,12.75,-2,-2,6,-2,6246,1
62401,6246,2001,1,10,525.79,18,1,10.333000183105469,640,2,2,1,1,-2,9,0,3630,11,12.75,-2,-2,6,-2,6246,1
63901,6394,2000,1,10,4177.55,11.5,1,NA,530,2,-2,1,2,-2,5,0,2812,11,38.33300018310547,1,-2,3,9141,6394,1
63901,6394,2000,1,10,4177.55,11.5,1,NA,530,-2,-2,1,2,-2,5,0,2812,11,38.33300018310547,1,-2,3,9141,6394,1
63901,6394,2019,1,10,7182.59,11.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,NA,6394,1
63901,6394,2019,1,10,7182.59,11.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,NA,6394,1
63901,6394,2002,1,10,4956.72,11.5,1,31.16699981689453,530,2,-2,1,2,-2,5,0,3300,11,40.25,1,-2,3,9141,6394,1
63901,6394,2002,1,10,4956.72,11.5,1,31.16699981689453,530,-2,-2,1,2,-2,5,0,3300,11,40.25,1,-2,3,9141,6394,1
63901,6394,2018,1,10,7196.13,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6394,1
63901,6394,2010,1,10,7096.17,11.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2010,1,10,7096.17,11.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2014,1,10,5588.14,11.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2014,1,10,5588.14,11.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2012,1,10,5758.72,11.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2012,1,10,5758.72,11.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2009,1,10,7003.39,11.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2009,1,10,7003.39,11.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2015,1,10,5767.87,11.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2015,1,10,5767.87,11.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2017,1,10,5934.82,11.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,NA,6394,1
63901,6394,2017,1,10,5934.82,11.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,NA,6394,1
63901,6394,2003,1,10,5194.78,11.5,1,-2,13,2,-2,5,-1,12,-1,0,2320,11,40.5,1,-2,3,9141,6394,1
63901,6394,2003,1,10,5194.78,11.5,1,-2,13,12,-2,5,-1,12,-1,0,2320,11,40.5,1,-2,3,9141,6394,1
63901,6394,2005,1,10,5917.9,11.5,5,-2,13,12,-2,5,-2,12,-2,-2,-2,1,40.5,1,-2,3,-2,6394,1
63901,6394,2005,1,10,5917.9,11.5,5,-2,13,1,-2,5,-2,12,-2,-2,-2,1,40.5,1,-2,3,-2,6394,1
63901,6394,2007,1,10,6430.05,11.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2007,1,10,6430.05,11.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2020,1,10,7160.12,11.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,NA,6394,1
63901,6394,2020,1,10,7160.12,11.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,NA,6394,1
63901,6394,2013,1,10,5573.27,11.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2013,1,10,5573.27,11.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2016,1,10,5607.49,11.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2016,1,10,5607.49,11.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2008,1,10,6665.05,11.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2008,1,10,6665.05,11.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2004,1,10,5513.56,11.5,1,-2,13,-2,-2,5,-1,-2,-1,0,2400,12,40.5,1,-2,3,-2,6394,1
63901,6394,2004,1,10,5513.56,11.5,1,-2,13,2,-2,5,-1,-2,-1,0,2400,12,40.5,1,-2,3,-2,6394,1
63901,6394,2011,1,10,5398.34,11.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2011,1,10,5398.34,11.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,40.5,1,-2,3,-2,6394,1
63901,6394,2006,1,10,5769.49,11.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,40.5,1,-2,3,-2,6394,1
63901,6394,2006,1,10,5769.49,11.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,40.5,1,-2,3,-2,6394,1
63901,6394,2001,1,10,4605.51,11.5,1,30.33300018310547,530,-2,-2,1,2,-2,5,0,2812,11,39.41699981689453,1,-2,3,9141,6394,1
63901,6394,2001,1,10,4605.51,11.5,1,30.33300018310547,530,2,-2,1,2,-2,5,0,2812,11,39.41699981689453,1,-2,3,9141,6394,1
65601,6564,2000,1,10,2993.36,10.5,5,NA,522,2,-2,2,1,-2,5,0,1023,11,5,1,-2,3,-2,6564,2
65601,6564,2000,1,10,2993.36,10.5,5,NA,522,-2,-2,2,1,-2,5,0,1023,11,5,1,-2,3,-2,6564,2
65601,6564,2019,1,10,2429.29,10.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,NA,6564,2
65601,6564,2019,1,10,2429.29,10.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,NA,6564,2
65601,6564,2002,1,10,2988.14,10.5,5,10.666999816894531,530,2,-2,2,1,-2,5,0,2000,11,5,1,-2,3,-2,6564,2
65601,6564,2002,1,10,2988.14,10.5,5,10.666999816894531,530,-2,-2,2,1,-2,5,0,2000,11,5,1,-2,3,-2,6564,2
65601,6564,2018,1,12,2529.99,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6564,2
65601,6564,2010,1,10,2764.43,10.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2010,1,10,2764.43,10.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2014,1,15,2435.56,10.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2014,1,15,2435.56,10.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2012,1,10,2366.67,10.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2012,1,10,2366.67,10.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2009,1,10,2882.98,10.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2009,1,10,2882.98,10.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2015,1,10,2450.36,10.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2015,1,10,2450.36,10.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2017,1,10,2456.34,10.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,NA,6564,2
65601,6564,2017,1,10,2456.34,10.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,NA,6564,2
65601,6564,2003,1,10,3025.77,10.5,5,11.5,530,2,-2,2,1,-2,5,0,1500,11,5,1,-2,3,-2,6564,2
65601,6564,2003,1,10,3025.77,10.5,5,11.5,530,-2,-2,2,1,-2,5,0,1500,11,5,1,-2,3,-2,6564,2
65601,6564,2005,1,10,2990.29,10.5,5,13.416999816894531,530,-2,-2,2,1,-2,5,0,800,11,6,1,-2,3,-2,6564,2
65601,6564,2005,1,10,2990.29,10.5,5,13.416999816894531,530,2,-2,2,1,-2,5,0,800,11,6,1,-2,3,-2,6564,2
65601,6564,2007,1,10,3095.53,10.5,5,-2,13,12,-2,5,-2,12,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2007,1,10,3095.53,10.5,5,-2,13,1,-2,5,-2,12,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2020,1,10,2541.6,10.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,NA,6564,2
65601,6564,2020,1,10,2541.6,10.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,NA,6564,2
65601,6564,2013,1,10,2223.17,10.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2013,1,10,2223.17,10.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2016,1,15,2461.06,10.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2016,1,15,2461.06,10.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2008,1,10,3111.72,10.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2008,1,10,3111.72,10.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2004,1,10,2981.85,10.5,5,12.333000183105469,530,-2,-2,2,1,-2,5,0,1200,11,5.083000183105469,1,-2,3,-2,6564,2
65601,6564,2004,1,10,2981.85,10.5,5,12.333000183105469,530,2,-2,2,1,-2,5,0,1200,11,5.083000183105469,1,-2,3,-2,6564,2
65601,6564,2011,1,10,1999.12,10.5,5,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2011,1,10,1999.12,10.5,5,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,6.333000183105469,1,-2,3,-2,6564,2
65601,6564,2006,1,10,2826.55,10.5,5,14.416999816894531,530,-2,-2,1,1,-2,5,0,1800,11,6.166999816894531,1,-2,3,-2,6564,2
65601,6564,2006,1,10,2826.55,10.5,5,14.416999816894531,530,2,-2,1,1,-2,5,0,1800,11,6.166999816894531,1,-2,3,-2,6564,2
65601,6564,2001,1,10,3052.54,10.5,5,9.583000183105469,522,-2,-2,2,1,-2,5,0,1432,11,5,1,-2,3,-2,6564,2
65601,6564,2001,1,10,3052.54,10.5,5,9.583000183105469,522,2,-2,2,1,-2,5,0,1432,11,5,1,-2,3,-2,6564,2
65602,6564,2000,1,10,2818.3,13,3,NA,521,2,-2,1,4,-2,2,0,1712,11,5.916999816894531,-2,-2,3,-2,80195,2
65602,6564,2000,1,10,2818.3,13,3,NA,521,-2,-2,1,4,-2,2,0,1712,11,5.916999816894531,-2,-2,3,-2,80195,2
65602,6564,2019,1,10,508.55,13,3,30.16699981689453,521,-2,-2,2,4,-2,1,0,2448,11,7.5,-2,-2,3,NA,80195,2
65602,6564,2019,1,10,508.55,13,3,30.16699981689453,521,2,-2,2,4,-2,1,0,2448,11,7.5,-2,-2,3,NA,80195,2
65602,6564,2002,1,10,2959.75,13,3,13,521,2,-2,2,4,-2,2,0,1636,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2002,1,10,2959.75,13,3,13,521,-2,-2,2,4,-2,2,0,1636,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2018,1,10,506.43,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,80195,2
65602,6564,2010,1,10,1363.79,13,3,21.16699981689453,521,-2,-2,2,4,-2,2,0,1810,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2010,1,10,1363.79,13,3,21.16699981689453,521,2,-2,2,4,-2,2,0,1810,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2014,1,10,746.47,13,3,25.08300018310547,521,2,-2,2,4,-2,2,0,1982,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2014,1,10,746.47,13,3,25.08300018310547,521,-2,-2,2,4,-2,2,0,1982,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2012,1,10,816.32,13,3,23.08300018310547,521,2,-2,2,4,-2,2,0,1954,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2012,1,10,816.32,13,3,23.08300018310547,521,-2,-2,2,4,-2,2,0,1954,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2009,1,10,974.38,13,3,20.16699981689453,521,-2,-2,2,4,-2,2,0,2254,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2009,1,10,974.38,13,3,20.16699981689453,521,2,-2,2,4,-2,2,0,2254,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2015,1,10,696.6,13,3,26.08300018310547,521,2,-2,2,4,-2,2,0,2238,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2015,1,10,696.6,13,3,26.08300018310547,521,-2,-2,2,4,-2,2,0,2238,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2017,1,10,492.2,13,3,28.08300018310547,521,-2,-2,2,4,-2,5,0,2239,11,7.5,-2,-2,3,NA,80195,2
65602,6564,2017,1,10,492.2,13,3,28.08300018310547,521,2,-2,2,4,-2,5,0,2239,11,7.5,-2,-2,3,NA,80195,2
65602,6564,2003,1,10,3537.25,13,3,14,521,4,-2,2,4,-2,2,0,1645,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2003,1,10,3537.25,13,3,14,521,-2,-2,2,4,-2,2,0,1645,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2005,1,10,3839.32,13,3,16.08300018310547,521,-2,-2,2,4,-2,2,0,1701,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2005,1,10,3839.32,13,3,16.08300018310547,521,2,-2,2,4,-2,2,0,1701,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2007,1,10,975.6,13,3,18,521,-2,-2,2,4,-2,2,0,1723,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2007,1,10,975.6,13,3,18,521,2,-2,2,4,-2,2,0,1723,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2020,1,10,572.62,13,3,31.08300018310547,521,2,-2,2,4,-2,1,0,2495,11,7.5,-2,-2,3,NA,80195,2
65602,6564,2020,1,10,572.62,13,3,31.08300018310547,521,-2,-2,2,4,-2,1,0,2495,11,7.5,-2,-2,3,NA,80195,2
65602,6564,2013,1,10,780.92,13,3,24.08300018310547,521,-2,-2,2,4,-2,2,0,1933,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2013,1,10,780.92,13,3,24.08300018310547,521,2,-2,2,4,-2,2,0,1933,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2016,1,10,702.06,13,3,27.08300018310547,521,2,-2,2,4,-2,2,0,2326,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2016,1,10,702.06,13,3,27.08300018310547,521,-2,-2,2,4,-2,2,0,2326,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2008,1,10,970.1,13,3,19.16699981689453,521,-2,-2,2,4,-2,2,0,1752,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2008,1,10,970.1,13,3,19.16699981689453,521,2,-2,2,4,-2,2,0,1752,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2004,1,10,3470.99,13,3,15,521,-2,-2,2,4,-2,2,0,1948,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2004,1,10,3470.99,13,3,15,521,2,-2,2,4,-2,2,0,1948,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2011,1,10,954.05,13,3,22.16699981689453,521,-2,-2,2,4,-2,2,0,2195,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2011,1,10,954.05,13,3,22.16699981689453,521,2,-2,2,4,-2,2,0,2195,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2006,1,10,4983.14,13,3,17.08300018310547,521,-2,-2,2,4,-2,2,0,1706,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2006,1,10,4983.14,13,3,17.08300018310547,521,2,-2,2,4,-2,2,0,1706,11,7.5,-2,-2,3,-2,80195,2
65602,6564,2001,1,10,3254.48,13,3,11.916999816894531,521,-2,-2,1,4,-2,2,0,1807,11,6.833000183105469,-2,-2,3,-2,80195,2
65602,6564,2001,1,10,3254.48,13,3,11.916999816894531,521,2,-2,1,4,-2,2,0,1807,11,6.833000183105469,-2,-2,3,-2,80195,2
66702,6670,2000,1,10,1648.33,14.5,1,NA,10,1,-2,5,-2,13,-2,-2,-2,1,10.166999816894531,1,-2,4,-2,91839,2
66702,6670,2000,1,10,1648.33,14.5,1,NA,10,13,-2,5,-2,13,-2,-2,-2,1,10.166999816894531,1,-2,4,-2,91839,2
66702,6670,2019,1,10,1297.26,14.5,1,-2,10,5,-2,5,-2,5,-2,-2,-2,1,10.166999816894531,1,-2,4,NA,91839,2
66702,6670,2019,1,10,1297.26,14.5,1,-2,10,1,-2,5,-2,5,-2,-2,-2,1,10.166999816894531,1,-2,4,NA,91839,2
66702,6670,2002,1,10,1932.5,14.5,1,23.5,530,2,-2,2,1,-2,5,0,1322,11,10.166999816894531,1,-2,4,-2,91839,2
66702,6670,2002,1,10,1932.5,14.5,1,23.5,530,-2,-2,2,1,-2,5,0,1322,11,10.166999816894531,1,-2,4,-2,91839,2
66702,6670,2018,1,10,1140.61,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,91839,2
66702,6670,2010,1,15,1592.02,14.5,1,31.5,530,-2,-2,2,1,-2,5,0,2317,11,10.166999816894531,1,-2,4,-2,91839,2
66702,6670,2010,1,15,1592.02,14.5,1,31.5,530,2,-2,2,1,-2,5,0,2317,11,10.166999816894531,1,-2,4,-2,91839,2
66702,6670,2014,1,10,1181.02,14.5,1,35.66699981689453,530,2,-2,2,1,-2,4,0,2500,11,10.166999816894531,1,-2,4,-2,91839,2
66702,6670,2014,1,10,1181.02,14.5,1,35.66699981689453,530,-2,-2,2,1,-2,4,0,2500,11,10.166999816894531,1,-2,4,-2,91839,2
66702,6670,2012,1,10,1309.99,14.5,1,33.5,530,2,-2,2,1,-2,5,0,2383,11,10.166999816894531,1,-2,4,-2,91839,2
66702,6670,2012,1,10,1309.99,14.5,1,33.5,530,-2,-2,2,1,-2,5,0,2383,11,10.166999816894531,1,-2,4,-2,91839,2
66702,6670,2009,1,10,1612.52,14.5,1,30.5,530,-2,-2,2,1,-2,5,0,2330,11,10.166999816894531,1,-2,4,-2,91839,2
66702,6670,2009,1,10,1612.52,14.5,1,30.5,530,2,-2,2,1,-2,5,0,2330,11,10.166999816894531,1,-2,4,-2,91839,2
66702,6670,2015,1,10,1200.97,14.5,1,36.66699981689453,530,2,-2,2,4,-2,4,0,3000,11,10.166999816894531,1,-2,4,-2,91839,2
66702,6670,2015,1,10,1200.97,14.5,1,36.66699981689453,530,-2,-2,2,4,-2,4,0,3000,11,10.166999816894531,1,-2,4,-2,91839,2
