"","pid","year","occ_change","Length.of.time.within.firm"
"1305",125901,2013,"Yes",1.58299994468689
"1306",125901,2008,"No",44.8330001831055
"1307",125901,2004,"Yes",40.75
"1308",125901,2006,"No",42.9169998168945
"1309",125901,2001,"Yes",37.75
"1310",125902,2002,"Yes",NA
"1311",125902,2010,"No",14.4169998168945
"1312",125902,2014,"No",18.4169998168945
"1313",125902,2012,"Yes",16.4169998168945
"1314",125902,2009,"Yes",13.4169998168945
"1315",125902,2003,"Yes",7.33300018310547
"1316",125902,2005,"No",9.5
"1317",125902,2007,"No",11.6669998168945
"1318",125902,2013,"No",17.4169998168945
"1319",125902,2008,"Yes",12.4169998168945
"1320",125902,2004,"Yes",8.33300018310547
"1321",125902,2011,"No",15.4169998168945
"1322",125902,2006,"Yes",10.5
"1323",125902,2001,"Yes",5.33300018310547
"1324",126202,2002,"No",NA
"1325",126202,2010,"No",19.8330001831055
"1326",126202,2009,"Yes",19
"1327",126202,2003,"Yes",12.75
"1328",126202,2005,"No",14.8330001831055
"1329",126202,2007,"No",16.9169998168945
"1330",126202,2008,"No",18
"1331",126202,2004,"Yes",13.6669998168945
"1332",126202,2006,"No",15.6669998168945
"1333",126202,2001,"Yes",10.75
"1334",128502,2002,"No",NA
"1335",128502,2010,"Yes",2.75
"1336",128502,2012,"No",4.66699981689453
"1337",128502,2009,"Yes",1.75
"1338",128502,2005,"Yes",1.16700005531311
"1339",128502,2007,"No",3.08299994468689
"1340",128502,2008,"Yes",0.75
"1341",128502,2011,"No",3.75
"1342",128502,2006,"Yes",2.08299994468689
"1343",128502,2001,"No",29.5
"1344",129601,2002,"Yes",NA
"1345",129601,2010,"No",37.5
"1346",129601,2014,"No",41.5
"1347",129601,2012,"Yes",39.5
"1348",129601,2009,"Yes",36.5
"1349",129601,2015,"No",42.5830001831055
"1350",129601,2017,"No",44.6669998168945
"1351",129601,2003,"Yes",30.4169998168945
"1352",129601,2005,"No",32.5
"1353",129601,2007,"No",34.5
"1354",129601,2013,"No",40.5
"1355",129601,2016,"No",43.5
"1356",129601,2008,"Yes",35.5
"1357",129601,2004,"Yes",31.4169998168945
"1358",129601,2011,"No",38.5
"1359",129601,2006,"Yes",33.5
"1360",129601,2001,"Yes",28.4169998168945
"1361",129602,2019,"Yes",NA
"1362",129602,2002,"Yes",5.41699981689453
"1363",129602,2010,"Yes",4.75
"1364",129602,2014,"No",8.75
"1365",129602,2012,"Yes",6.75
"1366",129602,2009,"Yes",3.75
"1367",129602,2015,"No",9.83300018310547
"1368",129602,2017,"No",11.9169998168945
"1369",129602,2003,"Yes",6.41699981689453
"1370",129602,2005,"No",8.5
"1371",129602,2007,"Yes",1.75
"1372",129602,2013,"No",7.75
"1373",129602,2016,"No",10.75
"1374",129602,2008,"Yes",2.75
"1375",129602,2004,"No",7.41699981689453
"1376",129602,2011,"Yes",5.75
"1377",129602,2006,"Yes",0.75
"1378",129602,2001,"No",4.41699981689453
"1379",129703,2019,"No",NA
"1380",129703,2002,"Yes",3.16700005531311
"1381",129703,2010,"Yes",0.583000004291534
"1382",129703,2014,"No",4.5
"1383",129703,2012,"Yes",2.66700005531311
"1384",129703,2009,"No",10.3330001831055
"1385",129703,2015,"Yes",5.58300018310547
"1386",129703,2017,"No",7.75
"1387",129703,2003,"Yes",4.25
"1388",129703,2005,"No",6.5
"1389",129703,2007,"No",8.33300018310547
"1390",129703,2020,"No",10.6669998168945
"1391",129703,2013,"Yes",3.58299994468689
"1392",129703,2016,"No",6.5
"1393",129703,2008,"No",9.33300018310547
"1394",129703,2004,"Yes",5.16699981689453
"1395",129703,2011,"Yes",1.58299994468689
"1396",129703,2006,"No",7.33300018310547
"1397",129703,2001,"Yes",2.33299994468689
"1398",130301,2002,"No",NA
"1399",130301,2010,"No",43.1669998168945
"1400",130301,2012,"No",45.0830001831055
"1401",130301,2009,"Yes",42.25
"1402",130301,2003,"Yes",36
"1403",130301,2005,"No",38.25
"1404",130301,2007,"No",40.0830001831055
"1405",130301,2013,"No",46.1669998168945
"1406",130301,2008,"Yes",41.0830001831055
"1407",130301,2004,"Yes",37
"1408",130301,2011,"No",44.0830001831055
"1409",130301,2006,"Yes",39.0830001831055
"1410",130301,2001,"Yes",34.1669998168945
"1411",130501,2002,"No",NA
"1412",130501,2010,"No",46.9169998168945
"1413",130501,2012,"No",48.9169998168945
"1414",130501,2009,"Yes",46
"1415",130501,2003,"Yes",39.8330001831055
"1416",130501,2005,"No",42.0830001831055
"1417",130501,2007,"No",43.9169998168945
"1418",130501,2013,"No",50
"1419",130501,2008,"Yes",44.9169998168945
"1420",130501,2004,"Yes",40.75
"1421",130501,2011,"No",47.9169998168945
"1422",130501,2006,"Yes",42.8330001831055
"1423",130501,2001,"Yes",37.9169998168945
"1424",130502,2002,"Yes",NA
"1425",130502,2010,"No",22.8330001831055
"1426",130502,2014,"No",26.75
"1427",130502,2012,"Yes",24.8330001831055
"1428",130502,2009,"Yes",21.9169998168945
"1429",130502,2003,"Yes",15.75
"1430",130502,2005,"No",18
"1431",130502,2007,"No",19.8330001831055
"1432",130502,2013,"No",25.9169998168945
"1433",130502,2008,"Yes",20.8330001831055
"1434",130502,2004,"Yes",16.6669998168945
"1435",130502,2011,"No",23.8330001831055
"1436",130502,2006,"Yes",18.75
"1437",130502,2001,"Yes",13.8330001831055
"1438",130801,2019,"Yes",NA
"1439",130801,2010,"No",7.91699981689453
"1440",130801,2014,"No",11.8330001831055
"1441",130801,2012,"Yes",10
"1442",130801,2009,"Yes",7
"1443",130801,2017,"Yes",1.41700005531311
"1444",130801,2003,"Yes",0.916999995708466
"1445",130801,2005,"No",3.08299994468689
"1446",130801,2007,"No",5
"1447",130801,2013,"No",11
"1448",130801,2016,"Yes",0.5
"1449",130801,2008,"No",6.08300018310547
"1450",130801,2004,"Yes",1.83299994468689
"1451",130801,2011,"No",8.91699981689453
"1452",130801,2006,"Yes",3.83299994468689
"1453",130801,2001,"Yes",3.08299994468689
"1454",133001,2019,"Yes",NA
"1455",133001,2002,"No",18.4169998168945
"1456",133001,2010,"No",26.4169998168945
"1457",133001,2014,"No",30.4169998168945
"1458",133001,2012,"Yes",28.4169998168945
"1459",133001,2009,"Yes",25.3330001831055
"1460",133001,2015,"No",31.5
"1461",133001,2017,"No",33.4169998168945
"1462",133001,2003,"Yes",19.4169998168945
"1463",133001,2005,"No",21.3330001831055
"1464",133001,2007,"No",23.4169998168945
"1465",133001,2020,"Yes",2.5
"1466",133001,2013,"No",29.4169998168945
"1467",133001,2016,"No",32.4169998168945
"1468",133001,2008,"Yes",24.5
"1469",133001,2004,"Yes",20.25
"1470",133001,2011,"No",27.4169998168945
"1471",133001,2006,"Yes",22.4169998168945
"1472",133001,2001,"Yes",17.3330001831055
"1473",133002,2002,"No",NA
"1474",133002,2010,"No",26.9169998168945
"1475",133002,2014,"No",30.9169998168945
"1476",133002,2009,"Yes",25.8330001831055
"1477",133002,2003,"Yes",19.9169998168945
"1478",133002,2005,"No",21.8330001831055
"1479",133002,2007,"No",23.9169998168945
"1480",133002,2013,"No",29.9169998168945
"1481",133002,2008,"Yes",25
"1482",133002,2004,"Yes",20.75
"1483",133002,2011,"No",27.9169998168945
"1484",133002,2006,"Yes",22.9169998168945
"1485",133002,2001,"Yes",17.8330001831055
"1486",134201,2019,"No",NA
"1487",134201,2002,"Yes",34.8330001831055
"1488",134201,2010,"No",42.9169998168945
"1489",134201,2014,"No",46.8330001831055
"1490",134201,2012,"Yes",44.8330001831055
"1491",134201,2009,"Yes",42
"1492",134201,2015,"No",47.8330001831055
"1493",134201,2017,"No",49.9169998168945
"1494",134201,2003,"Yes",35.75
"1495",134201,2005,"No",37.8330001831055
"1496",134201,2007,"No",39.8330001831055
"1497",134201,2020,"No",52.9169998168945
"1498",134201,2013,"Yes",45.8330001831055
"1499",134201,2016,"No",48.9169998168945
"1500",134201,2008,"Yes",41
"1501",134201,2004,"Yes",36.8330001831055
"1502",134201,2011,"No",43.8330001831055
"1503",134201,2006,"Yes",38.8330001831055
"1504",134201,2001,"Yes",33.75
"1505",134801,2002,"Yes",NA
"1506",134801,2003,"No",1.75
"1507",134801,2005,"No",3.83299994468689
"1508",134801,2007,"No",5.83300018310547
"1509",134801,2004,"Yes",2.83299994468689
"1510",134801,2006,"No",4.83300018310547
"1511",134801,2001,"Yes",0.166999995708466
"1512",134802,2002,"No",NA
"1513",134802,2009,"No",8.75
"1514",134802,2003,"Yes",2.5
"1515",134802,2005,"No",4.58300018310547
"1516",134802,2007,"No",6.58300018310547
"1517",134802,2008,"No",7.58300018310547
"1518",134802,2004,"Yes",3.58299994468689
"1519",134802,2006,"No",5.58300018310547
"1520",134802,2001,"Yes",0.5
"1521",136202,2002,"No",NA
"1522",136202,2010,"No",13.75
"1523",136202,2014,"No",17.75
"1524",136202,2012,"Yes",15.75
"1525",136202,2009,"Yes",12.75
"1526",136202,2003,"Yes",6.75
"1527",136202,2005,"No",8.75
"1528",136202,2007,"No",10.75
"1529",136202,2013,"No",16.75
"1530",136202,2008,"Yes",11.75
"1531",136202,2004,"Yes",7.66699981689453
"1532",136202,2006,"No",9.75
"1533",136202,2001,"Yes",4.66699981689453
"1534",136301,2002,"No",NA
"1535",136301,2009,"No",33.6669998168945
"1536",136301,2003,"Yes",27.6669998168945
"1537",136301,2005,"No",29.75
"1538",136301,2007,"No",31.6669998168945
"1539",136301,2008,"No",32.6669998168945
"1540",136301,2004,"Yes",28.6669998168945
"1541",136301,2006,"No",30.75
"1542",136301,2001,"Yes",25.5830001831055
"1543",136302,2002,"No",NA
"1544",136302,2009,"No",35.5830001831055
"1545",136302,2003,"Yes",29.5830001831055
"1546",136302,2005,"No",31.6669998168945
"1547",136302,2007,"No",33.5830001831055
"1548",136302,2008,"No",34.5830001831055
"1549",136302,2004,"Yes",30.5830001831055
"1550",136302,2006,"No",32.6669998168945
"1551",136302,2001,"Yes",27.5
"1552",136603,2019,"No",NA
"1553",136603,2002,"Yes",16.1669998168945
"1554",136603,2010,"No",24.1669998168945
"1555",136603,2014,"No",28.1669998168945
"1556",136603,2012,"Yes",26.1669998168945
"1557",136603,2009,"Yes",23.0830001831055
"1558",136603,2015,"No",29.0830001831055
"1559",136603,2017,"No",31.1669998168945
"1560",136603,2003,"Yes",17.0830001831055
"1561",136603,2005,"No",19.0830001831055
"1562",136603,2007,"No",21.0830001831055
"1563",136603,2020,"No",34.1669998168945
"1564",136603,2013,"Yes",27.0830001831055
"1565",136603,2016,"No",30.1669998168945
"1566",136603,2008,"Yes",22.0830001831055
"1567",136603,2004,"Yes",18.0830001831055
"1568",136603,2011,"No",25.0830001831055
"1569",136603,2006,"Yes",20.0830001831055
"1570",136603,2001,"Yes",15.0830001831055
"1571",136701,2002,"Yes",NA
"1572",136701,2010,"No",9.33300018310547
"1573",136701,2012,"No",11.25
"1574",136701,2009,"Yes",8.25
"1575",136701,2003,"Yes",2.16700005531311
"1576",136701,2005,"No",4.25
"1577",136701,2007,"No",6.25
"1578",136701,2008,"No",7.25
"1579",136701,2004,"Yes",3.16700005531311
"1580",136701,2011,"No",10.3330001831055
"1581",136701,2006,"Yes",5.25
"1582",136701,2001,"Yes",0.0829999968409538
"1583",136702,2019,"No",NA
"1584",136702,2002,"Yes",22
"1585",136702,2010,"No",29.4169998168945
"1586",136702,2014,"No",33.4169998168945
"1587",136702,2012,"Yes",31.4169998168945
"1588",136702,2009,"Yes",28.5
"1589",136702,2015,"No",34.4169998168945
"1590",136702,2017,"No",36.4169998168945
"1591",136702,2003,"Yes",22.3330001831055
"1592",136702,2005,"No",24.4169998168945
"1593",136702,2007,"No",26.5
"1594",136702,2020,"No",39.4169998168945
"1595",136702,2013,"Yes",32.4169998168945
"1596",136702,2016,"No",35.4169998168945
"1597",136702,2008,"Yes",27.5
"1598",136702,2004,"Yes",23.3330001831055
"1599",136702,2011,"No",30.4169998168945
"1600",136702,2006,"Yes",25.4169998168945
"1601",136702,2001,"Yes",20.3330001831055
"1602",137202,2002,"Yes",NA
"1603",137202,2010,"No",17.0830001831055
"1604",137202,2014,"No",20.9169998168945
"1605",137202,2012,"Yes",19
"1606",137202,2009,"Yes",16.0830001831055
"1607",137202,2015,"No",22.1669998168945
"1608",137202,2017,"No",24.1669998168945
"1609",137202,2003,"Yes",10
"1610",137202,2005,"No",11.9169998168945
"1611",137202,2007,"No",14.3330001831055
"1612",137202,2013,"No",20.1669998168945
"1613",137202,2016,"No",22.9169998168945
"1614",137202,2008,"Yes",15.1669998168945
"1615",137202,2004,"Yes",10.9169998168945
"1616",137202,2011,"No",18.0830001831055
"1617",137202,2006,"Yes",13.0830001831055
"1618",137202,2001,"Yes",8
"1619",138403,2019,"Yes",NA
"1620",138403,2002,"No",11.5
"1621",138403,2010,"Yes",2.66700005531311
"1622",138403,2014,NA,2.66700005531311
"1623",138403,2012,"Yes",0.666999995708466
"1624",138403,2009,"No",1.66700005531311
"1625",138403,2015,"No",3.66700005531311
"1626",138403,2003,"No",12.4169998168945
"1627",138403,2005,"No",14.5
"1628",138403,2007,"No",16.5
"1629",138403,2020,"Yes",1.41700005531311
"1630",138403,2013,"No",1.66700005531311
"1631",138403,2008,"Yes",0.666999995708466
"1632",138403,2004,"No",13.4169998168945
"1633",138403,2011,"Yes",3.66700005531311
"1634",138403,2006,"No",15.5
"1635",138403,2001,"Yes",10.5830001831055
"1636",138604,2019,"Yes",NA
"1637",138604,2002,"Yes",2.33299994468689
"1638",138604,2010,"No",7.33300018310547
"1639",138604,2014,"No",11.4169998168945
"1640",138604,2012,"Yes",9.25
"1641",138604,2009,"Yes",6.33300018310547
"1642",138604,2017,"Yes",0.75
"1643",138604,2003,"Yes",0.416999995708466
"1644",138604,2005,"No",2.33299994468689
"1645",138604,2007,"No",4.33300018310547
"1646",138604,2020,"Yes",3.75
"1647",138604,2013,"No",10.4169998168945
"1648",138604,2008,"Yes",5.33300018310547
"1649",138604,2004,"Yes",1.33299994468689
"1650",138604,2011,"No",8.33300018310547
"1651",138604,2006,"Yes",3.33299994468689
"1652",138604,2001,"Yes",1.5
"1653",139002,2002,"No",NA
"1654",139002,2001,"Yes",11.0830001831055
"1655",139501,2002,"No",NA
"1656",139501,2010,"No",34.9169998168945
"1657",139501,2014,"No",38.9169998168945
"1658",139501,2012,"Yes",36.9169998168945
"1659",139501,2009,"Yes",33.9169998168945
"1660",139501,2015,"No",39.9169998168945
"1661",139501,2003,"Yes",27.8330001831055
"1662",139501,2005,"No",29.8330001831055
"1663",139501,2007,"No",31.9169998168945
"1664",139501,2013,"No",37.9169998168945
"1665",139501,2016,"No",40.8330001831055
"1666",139501,2008,"Yes",32.9169998168945
"1667",139501,2004,"Yes",28.8330001831055
"1668",139501,2011,"No",35.9169998168945
"1669",139501,2006,"Yes",30.9169998168945
"1670",139501,2001,"Yes",25.9169998168945
"1671",139502,2002,"No",NA
"1672",139502,2010,"No",45.9169998168945
"1673",139502,2012,"No",47.9169998168945
"1674",139502,2009,"Yes",44.9169998168945
"1675",139502,2003,"Yes",38.8330001831055
"1676",139502,2005,"No",40.8330001831055
"1677",139502,2007,"No",42.9169998168945
"1678",139502,2008,"No",43.9169998168945
"1679",139502,2004,"Yes",39.8330001831055
"1680",139502,2011,"No",46.9169998168945
"1681",139502,2006,"Yes",41.9169998168945
"1682",139502,2001,"Yes",36.9169998168945
"1683",139601,2002,"No",NA
"1684",139601,2003,"No",38.75
"1685",139601,2005,"No",40.8330001831055
"1686",139601,2007,"No",42.8330001831055
"1687",139601,2004,"Yes",39.75
"1688",139601,2006,"No",41.9169998168945
"1689",139601,2001,"Yes",36.8330001831055
"1690",145001,2019,"Yes",NA
"1691",145001,2002,"Yes",15.8330001831055
"1692",145001,2010,"No",23.9169998168945
"1693",145001,2014,"No",28
"1694",145001,2012,"Yes",25.9169998168945
"1695",145001,2009,"Yes",22.9169998168945
"1696",145001,2015,"No",29
"1697",145001,2017,"No",30.9169998168945
"1698",145001,2003,"Yes",16.8330001831055
"1699",145001,2005,"No",18.9169998168945
"1700",145001,2007,"No",20.9169998168945
"1701",145001,2020,"No",33.9169998168945
"1702",145001,2013,"Yes",27.0830001831055
"1703",145001,2016,"No",30
"1704",145001,2008,"Yes",21.9169998168945
"1705",145001,2004,"Yes",17.8330001831055
"1706",145001,2011,"No",25
"1707",145001,2006,"Yes",19.9169998168945
"1708",145001,2001,"Yes",14.8330001831055
"1709",145701,2019,"No",NA
"1710",145701,2002,"Yes",9.83300018310547
"1711",145701,2010,"No",18.3330001831055
"1712",145701,2014,"No",21.9169998168945
"1713",145701,2012,"Yes",19.9169998168945
"1714",145701,2009,"Yes",16.9169998168945
"1715",145701,2015,"No",23.25
"1716",145701,2017,"No",25.0830001831055
"1717",145701,2003,"Yes",10.8330001831055
"1718",145701,2005,"No",12.8330001831055
"1719",145701,2007,"No",14.9169998168945
"1720",145701,2020,"No",27.9169998168945
"1721",145701,2013,"Yes",20.8330001831055
"1722",145701,2016,"No",24.1669998168945
"1723",145701,2008,"Yes",15.9169998168945
"1724",145701,2004,"Yes",12.4169998168945
"1725",145701,2011,"No",19.0830001831055
"1726",145701,2006,"Yes",14.0830001831055
"1727",145701,2001,"Yes",9
"1728",148101,2019,"No",NA
"1729",148101,2002,"Yes",0.583000004291534
"1730",148101,2010,"No",8.83300018310547
"1731",148101,2014,"No",12.5
"1732",148101,2012,"Yes",10.6669998168945
"1733",148101,2009,"Yes",7.5
"1734",148101,2015,"No",13.75
"1735",148101,2017,"No",15.5
"1736",148101,2003,"Yes",1.58299994468689
"1737",148101,2005,"No",3.58299994468689
"1738",148101,2007,"No",5.66699981689453
"1739",148101,2020,"No",18.5830001831055
"1740",148101,2013,"Yes",12
"1741",148101,2016,"No",14.6669998168945
"1742",148101,2008,"Yes",6.66699981689453
"1743",148101,2004,"Yes",2.58299994468689
"1744",148101,2011,"No",9.91699981689453
"1745",148101,2006,"Yes",4.58300018310547
"1746",148101,2001,"No",30.1669998168945
"1747",148801,2006,"Yes",NA
"1748",148802,2019,"No",NA
"1749",148802,2002,"Yes",10.0830001831055
"1750",148802,2010,"No",18.0830001831055
"1751",148802,2014,"No",22.1669998168945
"1752",148802,2012,"Yes",20
"1753",148802,2009,"Yes",17.0830001831055
"1754",148802,2015,"No",23.4169998168945
"1755",148802,2017,"No",25
"1756",148802,2003,"Yes",11
"1757",148802,2005,"No",13.0830001831055
"1758",148802,2007,"No",15.0830001831055
"1759",148802,2020,"No",28.0830001831055
"1760",148802,2013,"Yes",21.4169998168945
"1761",148802,2016,"No",24.0830001831055
"1762",148802,2008,"Yes",16.0830001831055
"1763",148802,2004,"Yes",12
"1764",148802,2011,"No",19.3330001831055
"1765",148802,2006,"Yes",14.0830001831055
"1766",148802,2001,"Yes",9
"1767",149501,2002,"Yes",NA
"1768",149501,2010,"Yes",0.166999995708466
"1769",149501,2014,"No",4.08300018310547
"1770",149501,2012,"Yes",2
"1771",149501,2009,"No",10.1669998168945
"1772",149501,2003,"Yes",4
"1773",149501,2005,"No",6.08300018310547
"1774",149501,2007,"No",8
"1775",149501,2013,"Yes",3.08299994468689
"1776",149501,2008,"No",9
"1777",149501,2004,"Yes",5.08300018310547
"1778",149501,2011,"Yes",1.25
"1779",149501,2006,"No",7
"1780",149501,2001,"Yes",2.08299994468689
"1781",151801,2019,"Yes",NA
"1782",151801,2002,"No",12.6669998168945
"1783",151801,2010,"No",20.75
"1784",151801,2012,"No",22.75
"1785",151801,2009,"Yes",19.75
"1786",151801,2017,"Yes",1.08299994468689
"1787",151801,2003,"No",13.6669998168945
"1788",151801,2005,"No",15.6669998168945
"1789",151801,2007,"No",17.75
"1790",151801,2020,"Yes",2.08299994468689
"1791",151801,2013,"No",23.75
"1792",151801,2008,"Yes",18.8330001831055
"1793",151801,2004,"Yes",14.6669998168945
"1794",151801,2011,"No",21.75
"1795",151801,2006,"Yes",16.75
"1796",151801,2001,"Yes",11.5830001831055
"1797",152403,2019,"Yes",NA
"1798",152403,2002,"Yes",3.5
"1799",152403,2010,"Yes",1.58299994468689
"1800",152403,2014,"No",5.58300018310547
"1801",152403,2012,"Yes",3.5
"1802",152403,2009,"Yes",0.583000004291534
"1803",152403,2015,"No",6.58300018310547
"1804",152403,2017,"No",8.58300018310547
"1805",152403,2003,"Yes",4.5
"1806",152403,2005,"No",6.75
"1807",152403,2020,"No",11.5830001831055
"1808",152403,2013,"Yes",4.58300018310547
"1809",152403,2016,"No",7.58300018310547
"1810",152403,2004,"Yes",5.58300018310547
"1811",152403,2011,"Yes",2.58299994468689
"1812",152403,2006,"No",7.41699981689453
"1813",152403,2001,"Yes",2.41700005531311
"1814",152901,2007,"No",NA
"1815",153701,2002,"No",NA
"1816",153701,2003,"No",37.5830001831055
"1817",153701,2004,"No",38.5
"1818",153701,2001,"Yes",35.5
"1819",154101,2002,"Yes",NA
"1820",154101,2001,"Yes",3.25
"1821",154102,2002,"No",NA
"1822",154102,2003,"No",29.9169998168945
"1823",154102,2004,"No",30.9169998168945
"1824",154102,2001,"Yes",27.9169998168945
"1825",155001,2019,"Yes",NA
"1826",155001,2002,"Yes",4.75
"1827",155001,2010,"Yes",4.41699981689453
"1828",155001,2014,"No",8.33300018310547
"1829",155001,2012,"Yes",6.41699981689453
"1830",155001,2009,"Yes",3.41700005531311
"1831",155001,2015,"No",9.5
"1832",155001,2017,"No",11.4169998168945
"1833",155001,2003,"Yes",5.75
"1834",155001,2005,"No",7.75
"1835",155001,2007,"Yes",1.5
"1836",155001,2020,"No",14.5
"1837",155001,2013,"Yes",7.33300018310547
"1838",155001,2016,"No",10.3330001831055
"1839",155001,2008,"Yes",2.5
"1840",155001,2004,"No",6.75
"1841",155001,2011,"Yes",5.33300018310547
"1842",155001,2006,"Yes",0.333000004291534
"1843",155001,2001,"No",3.66700005531311
"1844",155002,2019,"Yes",NA
"1845",155002,2015,"Yes",1.16700005531311
"1846",155002,2017,"Yes",0.666999995708466
"1847",155002,2020,"No",3.75
"1848",155002,2016,"Yes",2
"1849",156002,2019,"No",NA
"1850",156002,2002,"Yes",4.91699981689453
"1851",156002,2010,"No",13.25
"1852",156002,2014,"Yes",2.41700005531311
"1853",156002,2012,"Yes",0.416999995708466
"1854",156002,2009,"No",12.4169998168945
"1855",156002,2015,"Yes",3.66700005531311
"1856",156002,2017,"No",5.5
"1857",156002,2003,"No",6.08300018310547
"1858",156002,2005,"No",8
"1859",156002,2007,"No",10.0830001831055
"1860",156002,2020,"Yes",8.66699981689453
"1861",156002,2013,"Yes",1.41700005531311
"1862",156002,2016,"No",4.58300018310547
"1863",156002,2008,"No",11
"1864",156002,2004,"Yes",6.91699981689453
"1865",156002,2011,"No",14.0830001831055
"1866",156002,2006,"Yes",9.16699981689453
"1867",156002,2001,"Yes",4
"1868",161101,2019,"Yes",NA
"1869",161101,2002,"No",8.08300018310547
"1870",161101,2010,"No",16.0830001831055
"1871",161101,2014,"No",20.0830001831055
"1872",161101,2012,"Yes",18.0830001831055
"1873",161101,2009,"Yes",15
"1874",161101,2015,"No",21.0830001831055
"1875",161101,2017,"No",23.0830001831055
"1876",161101,2003,"Yes",8.91699981689453
"1877",161101,2005,"No",11.0830001831055
"1878",161101,2007,"No",13.0830001831055
"1879",161101,2020,"Yes",2.16700005531311
"1880",161101,2013,"No",19.0830001831055
"1881",161101,2016,"No",22.0830001831055
"1882",161101,2008,"Yes",14.0830001831055
"1883",161101,2004,"Yes",10.0830001831055
"1884",161101,2011,"No",17.0830001831055
"1885",161101,2006,"Yes",12
"1886",161101,2001,"Yes",6.91699981689453
"1887",162701,2019,"No",NA
"1888",162701,2002,"No",23.4169998168945
"1889",162701,2010,"Yes",7.58300018310547
"1890",162701,2014,"Yes",3.58299994468689
"1891",162701,2012,"Yes",1.58299994468689
"1892",162701,2015,"No",4.58300018310547
"1893",162701,2017,"No",6.58300018310547
"1894",162701,2003,"Yes",0.5
"1895",162701,2005,"No",2.58299994468689
"1896",162701,2007,"No",4.58300018310547
"1897",162701,2020,"No",9.58300018310547
"1898",162701,2013,"Yes",2.58299994468689
"1899",162701,2016,"No",5.58300018310547
"1900",162701,2008,NA,5.58300018310547
"1901",162701,2004,"Yes",1.5
"1902",162701,2011,"Yes",0.583000004291534
"1903",162701,2006,"No",3.58299994468689
"1904",162701,2001,"No",22.3330001831055
"1905",163301,2002,"No",NA
"1906",163301,2010,"No",36.5
"1907",163301,2009,"Yes",35.75
"1908",163301,2003,"Yes",29.5
"1909",163301,2005,"No",31.4169998168945
"1910",163301,2007,"No",33.6669998168945
"1911",163301,2008,"No",34.5
"1912",163301,2004,"Yes",30.3330001831055
"1913",163301,2011,"No",37.5830001831055
"1914",163301,2006,"Yes",32.5
"1915",163301,2001,"Yes",27.4169998168945
"1916",163302,2002,"Yes",NA
"1917",163302,2010,"Yes",0.25
"1918",163302,2012,"No",0.916999995708466
"1919",163302,2009,"No",2.66700005531311
"1920",163302,2003,"No",28.1669998168945
"1921",163302,2007,"Yes",0.583000004291534
"1922",163302,2008,"No",1.41700005531311
"1923",163302,2001,"No",26.0830001831055
"1924",163401,2019,"No",NA
"1925",163401,2002,"Yes",15.1669998168945
"1926",163401,2010,"No",23.25
"1927",163401,2014,"No",27.0830001831055
"1928",163401,2012,"Yes",25.25
"1929",163401,2009,"Yes",22.0830001831055
"1930",163401,2015,"No",28.3330001831055
"1931",163401,2017,"No",30.25
"1932",163401,2003,"Yes",16.1669998168945
"1933",163401,2005,"No",18.1669998168945
"1934",163401,2007,"No",20.4169998168945
"1935",163401,2020,"No",33.1669998168945
"1936",163401,2013,"Yes",26.5
"1937",163401,2016,"No",29.3330001831055
"1938",163401,2008,"Yes",21.0830001831055
"1939",163401,2004,"Yes",17.0830001831055
"1940",163401,2011,"No",24.3330001831055
"1941",163401,2006,"Yes",19.0830001831055
"1942",163401,2001,"Yes",14.1669998168945
"1943",163402,2019,"Yes",NA
"1944",163402,2010,"Yes",0.916999995708466
"1945",163402,2014,"No",4.75
"1946",163402,2012,"Yes",2.91700005531311
"1947",163402,2015,"No",6
"1948",163402,2017,"No",7.91699981689453
"1949",163402,2020,"No",10.8330001831055
"1950",163402,2013,"Yes",4.16699981689453
"1951",163402,2016,"No",7
"1952",163402,2011,"Yes",2
"1953",163402,2006,"Yes",1.08299994468689
"1954",163501,2002,"No",NA
"1955",163501,2003,"No",10.0830001831055
"1956",163501,2001,"Yes",8
"1957",165201,2001,"No",NA
"1958",166004,2010,"Yes",NA
"1959",166004,2014,"No",14.8330001831055
"1960",166004,2012,"Yes",13
"1961",166004,2009,"Yes",10.25
"1962",166004,2015,"No",16.25
"1963",166004,2017,"No",17.9169998168945
"1964",166004,2003,"Yes",3.91700005531311
"1965",166004,2007,"No",7.91699981689453
"1966",166004,2013,"No",14.3330001831055
"1967",166004,2016,"No",16.9169998168945
"1968",166004,2008,"Yes",9
"1969",166004,2011,"No",12.1669998168945
"1970",166004,2006,"Yes",6.91699981689453
"1971",166401,2002,"No",NA
"1972",166401,2001,"Yes",30.5830001831055
"1973",166801,2002,"Yes",NA
"1974",166801,2010,"No",15.3330001831055
"1975",166801,2012,"No",17.25
"1976",166801,2009,"Yes",14.25
"1977",166801,2015,"Yes",0.333000004291534
"1978",166801,2003,"No",8.16699981689453
"1979",166801,2005,"No",10.3330001831055
"1980",166801,2007,"No",12.25
"1981",166801,2013,"No",18.3330001831055
"1982",166801,2008,"Yes",13.3330001831055
"1983",166801,2004,"Yes",9.25
"1984",166801,2011,"No",16.3330001831055
"1985",166801,2006,"Yes",11.3330001831055
"1986",166801,2001,"Yes",6.16699981689453
"1987",166802,2002,"Yes",NA
"1988",166802,2010,"No",11.1669998168945
"1989",166802,2012,"No",13.0830001831055
"1990",166802,2009,"Yes",10.0830001831055
